Australian Bureau of Statistics,,,,,,,,,
State Suburbs 2011 to State Suburbs 2016,,,,,,,,,
,,,,,,,,,
Table 2 QI indicator,,,,,,,,,
,,,,,,,,,
SSC_CODE_2016,SSC_NAME_2016,QI_INDICATOR,,,,,,,
41497,Walker Flat,Poor,,,,,,,
41498,Walkerville (SA),Good,,,,,,,
41499,Walkley Heights,Good,,,,,,,
41500,Wall Flat,Poor,,,,,,,
41501,Wallala,Poor,,,,,,,
41502,Wallaroo (SA),Good,,,,,,,
41503,Wallaroo Mines,Good,,,,,,,
41504,Wallaroo Plain,Good,,,,,,,
41505,Wallerberdina,Good,,,,,,,
41506,Walloway,Poor,,,,,,,
41507,Waltowa,Poor,,,,,,,
41508,Wami Kata,Poor,,,,,,,
41509,Wanbi,Poor,,,,,,,
41510,Wandana (SA),Poor,,,,,,,
41511,Wandearah East,Poor,,,,,,,
41512,Wandearah West,Poor,,,,,,,
41513,Wandilo,Poor,,,,,,,
41514,Wangary,Poor,,,,,,,
41515,Wangolina,Poor,,,,,,,
41516,Wanilla,Poor,,,,,,,
41517,Wappilka,Poor,,,,,,,
41518,Warburto,Poor,,,,,,,
41519,Ward Belt,Poor,,,,,,,
41520,Ward Hill,Poor,,,,,,,
41521,Warnertown,Poor,,,,,,,
41522,Warnes,Poor,,,,,,,
41523,Warooka,Poor,,,,,,,
41524,Warradale,Good,,,,,,,
41525,Warramboo,Poor,,,,,,,
41526,Warraweena,Poor,,,,,,,
41527,Washpool (SA),Poor,,,,,,,
41528,Wasleys,Poor,,,,,,,
41529,Watarru,Good,,,,,,,
41530,Watchman,Poor,,,,,,,
41531,Waterfall Gully,Poor,,,,,,,
41532,Waterloo (SA),Poor,,,,,,,
41533,Waterloo Corner,Acceptable,,,,,,,
41534,Watervale,Poor,,,,,,,
41535,Watraba,Poor,,,,,,,
41536,Wattle Flat (SA),Poor,,,,,,,
41537,Wattle Park,Good,,,,,,,
41538,Wattle Range,Poor,,,,,,,
41539,Wattle Range East,Poor,,,,,,,
41540,Wauraltee,Poor,,,,,,,
41541,Wayville,Good,,,,,,,
41542,Webb Beach,Poor,,,,,,,
41543,Wedge Island (SA),Poor,,,,,,,
41544,Weeroona Island,Poor,,,,,,,
41545,Weetulta,Poor,,,,,,,
41546,Welland,Good,,,,,,,
41547,Wellington (SA),Acceptable,,,,,,,
41548,Wellington East,Acceptable,,,,,,,
41549,Wepar,Poor,,,,,,,
41550,West Beach (SA),Good,,,,,,,
41551,West Bundaleer,Poor,,,,,,,
41552,West Croydon,Good,,,,,,,
41553,West Hindmarsh,Good,,,,,,,
41554,West Lakes,Good,,,,,,,
41555,West Lakes Shore,Good,,,,,,,
41556,West Range,Poor,,,,,,,
41557,West Richmond,Good,,,,,,,
41558,Westall,Poor,,,,,,,
41559,Westbourne Park,Good,,,,,,,
41560,Western Flat,Poor,,,,,,,
41561,Western River,Poor,,,,,,,
41562,Wharminda,Poor,,,,,,,
41563,White Hill,Poor,,,,,,,
41564,White Hut,Poor,,,,,,,
41565,White Sands,Poor,,,,,,,
41566,White Well Corner,Poor,,,,,,,
41567,Whites Flat,Poor,,,,,,,
41568,Whites River,Poor,,,,,,,
41569,Whites Valley,Good,,,,,,,
41570,Whitwarta,Poor,,,,,,,
41571,Whyalla,Good,,,,,,,
41572,Whyalla Barson,Good,,,,,,,
41573,Whyalla Jenkins,Good,,,,,,,
41574,Whyalla Norrie,Good,,,,,,,
41575,Whyalla Playford,Good,,,,,,,
41576,Whyalla Stuart,Good,,,,,,,
41577,Whyte Yarcowie,Poor,,,,,,,
41578,Wigley Flat,Poor,,,,,,,
41579,Wilcherry,Poor,,,,,,,
41580,Wild Dog Valley (SA),Poor,,,,,,,
41581,Wild Horse Plains,Poor,,,,,,,
41582,Wilgena,Poor,,,,,,,
41583,Willalo,Poor,,,,,,,
41584,Willalooka,Poor,,,,,,,
41585,Willamulka,Poor,,,,,,,
41586,Willaston,Good,,,,,,,
41587,William Creek,Poor,,,,,,,
41588,Williamstown (SA),Good,,,,,,,
41589,Willippa,Poor,,,,,,,
41590,Willochra,Poor,,,,,,,
41591,Willoughby (SA),Poor,,,,,,,
41592,Willow Creek,Poor,,,,,,,
41593,Willowie,Poor,,,,,,,
41594,Willson River,Poor,,,,,,,
41595,Willunga,Good,,,,,,,
41596,Willunga Hill,Poor,,,,,,,
41597,Willunga South,Acceptable,,,,,,,
41598,Willyaroo,Good,,,,,,,
41599,Wilmington,Acceptable,,,,,,,
41600,Windsor (SA),Poor,,,,,,,
41601,Windsor Gardens,Good,,,,,,,
41602,Wingfield,Good,,,,,,,
41603,Winkie,Good,,,,,,,
41604,Winninowie,Poor,,,,,,,
41605,Winulta,Poor,,,,,,,
41606,Wirrabara,Poor,,,,,,,
41607,Wirraminna,Poor,,,,,,,
41608,Wirrega,Poor,,,,,,,
41609,Wirrina Cove,Poor,,,,,,,
41610,Wirrulla,Poor,,,,,,,
41611,Wisanger,Poor,,,,,,,
41612,Wistow,Good,,,,,,,
41613,Witera,Poor,,,,,,,
41614,Wokurna,Poor,,,,,,,
41615,Wolseley,Poor,,,,,,,
41616,Wombats Rest,Poor,,,,,,,
41617,Wongulla,Poor,,,,,,,
41618,Wongyarra,Poor,,,,,,,
41619,Wonna,Poor,,,,,,,
41620,Wonuarra,Poor,,,,,,,
41621,Woodchester,Poor,,,,,,,
41622,Woodcroft (SA),Good,,,,,,,
41623,Woodforde,Good,,,,,,,
41624,Woodlane,Poor,,,,,,,
41625,Woodleigh (SA),Good,,,,,,,
41626,Woods Point (SA),Poor,,,,,,,
41627,Woodside (SA),Good,,,,,,,
41628,Woodville (SA),Good,,,,,,,
41629,Woodville Gardens,Good,,,,,,,
41630,Woodville North,Good,,,,,,,
41631,Woodville Park,Good,,,,,,,
41632,Woodville South,Good,,,,,,,
41633,Woodville West,Good,,,,,,,
41634,Wool Bay,Poor,,,,,,,
41635,Woolpunda,Poor,,,,,,,
41636,Woolshed Flat (SA),Poor,,,,,,,
41637,Woolsheds,Poor,,,,,,,
41638,Woolumbool,Poor,,,,,,,
41639,Woolundunga,Poor,,,,,,,
41640,Woomera,Good,,,,,,,
41641,Worlds End (SA),Poor,,,,,,,
41642,Worrolong,Good,,,,,,,
41643,Wrattonbully,Poor,,,,,,,
41644,Wudinna,Acceptable,,,,,,,
41645,Wunkar,Poor,,,,,,,
41646,Wye,Poor,,,,,,,
41647,Wynarka,Poor,,,,,,,
41648,Wynn Vale,Good,,,,,,,
41649,Wyomi,Poor,,,,,,,
41650,Yacka,Poor,,,,,,,
41651,Yahl,Acceptable,,,,,,,
41652,Yalanda,Poor,,,,,,,
41653,Yalata,Good,,,,,,,
41654,Yallunda Flat,Poor,,,,,,,
41655,Yalpara,Poor,,,,,,,
41656,Yamba (SA),Poor,,,,,,,
41657,Yanerbie,Poor,,,,,,,
41658,Yaninee,Poor,,,,,,,
41659,Yankalilla,Poor,,,,,,,
41660,Yantanabie,Poor,,,,,,,
41661,Yanyarrie,Poor,,,,,,,
41662,Yardea,Poor,,,,,,,
41663,Yarrah,Poor,,,,,,,
41664,Yatala Vale,Poor,,,,,,,
41665,Yatina,Poor,,,,,,,
41666,Yattalunga (SA),Good,,,,,,,
41667,Yeelanna,Poor,,,,,,,
41668,Yellabinna,Poor,,,,,,,
41669,Yelta (SA),Poor,,,,,,,
41670,Yinkanie,Poor,,,,,,,
41671,Yongala,Poor,,,,,,,
41672,Yorke Valley,Poor,,,,,,,
41673,Yorketown,Acceptable,,,,,,,
41674,Younghusband,Poor,,,,,,,
41675,Younghusband Holdings,Poor,,,,,,,
41676,Yumali,Poor,,,,,,,
41677,Yumbarra,Poor,,,,,,,
41678,Yundi,Poor,,,,,,,
41679,Yunta,Poor,,,,,,,
41680,Zadows Landing,Poor,,,,,,,
50001,Abba River,Poor,,,,,,,
50002,Abbey,Good,,,,,,,
50003,Acton Park (WA),Poor,,,,,,,
50004,Adamsvale,Poor,,,,,,,
50005,Ajana,Poor,,,,,,,
50006,Albany,Good,,,,,,,
50007,Aldersyde,Poor,,,,,,,
50008,Alexander Heights,Good,,,,,,,
50009,Alexandra Bridge,Poor,,,,,,,
50010,Alfred Cove,Good,,,,,,,
50011,Alkimos,Poor,,,,,,,
50012,Allanooka,Poor,,,,,,,
50013,Allanson,Acceptable,,,,,,,
50014,Alma (WA),Poor,,,,,,,
50015,Ambania,Poor,,,,,,,
50016,Ambergate,Good,,,,,,,
50017,Amelup,Poor,,,,,,,
50018,Angelo River,Poor,,,,,,,
50019,Anketell,Good,,,,,,,
50020,Anniebrook,Poor,,,,,,,
50021,Antonymyre,Poor,,,,,,,
50022,Applecross,Good,,,,,,,
50023,Ardath,Poor,,,,,,,
50024,Ardross,Good,,,,,,,
50025,Argyle (WA),Good,,,,,,,
50026,Armadale (WA),Good,,,,,,,
50027,Arrino,Poor,,,,,,,
50028,Arrowsmith,Poor,,,,,,,
50029,Arrowsmith East,Poor,,,,,,,
50030,Arthur River (WA),Poor,,,,,,,
50031,Ascot (WA),Good,,,,,,,
50032,Ashby (WA),Good,,,,,,,
50033,Ashendon,Poor,,,,,,,
50034,Ashfield (WA),Good,,,,,,,
50035,Attadale,Good,,,,,,,
50036,Atwell,Good,,,,,,,
50037,Aubin Grove,Good,,,,,,,
50038,Augusta,Good,,,,,,,
50039,Australind,Good,,,,,,,
50040,Aveley,Good,,,,,,,
50041,Avon Valley National Park,Good,,,,,,,
50042,Baandee,Poor,,,,,,,
50043,Babakin,Poor,,,,,,,
50044,Babbage Island,Poor,,,,,,,
50045,Badgebup,Poor,,,,,,,
50046,Badgerin Rock,Poor,,,,,,,
50047,Badgin,Poor,,,,,,,
50048,Badgingarra,Poor,,,,,,,
50049,Badjaling,Poor,,,,,,,
50050,Bailup,Poor,,,,,,,
50051,Bakers Hill,Acceptable,,,,,,,
50052,Balbarrup,Poor,,,,,,,
50053,Balcatta,Good,,,,,,,
50054,Baldivis,Good,,,,,,,
50055,Balga,Good,,,,,,,
50056,Balingup,Acceptable,,,,,,,
50057,Balkuling,Poor,,,,,,,
50058,Balla Balla,Poor,,,,,,,
50059,Balladong,Poor,,,,,,,
50060,Balladonia,Poor,,,,,,,
50061,Ballajura,Good,,,,,,,
50062,Ballaying,Poor,,,,,,,
50063,Ballidu,Poor,,,,,,,
50064,Bally Bally,Poor,,,,,,,
50065,Bambun,Poor,,,,,,,
50066,Bandy Creek,Poor,,,,,,,
50067,Bandya,Poor,,,,,,,
50068,Banjup,Good,,,,,,,
50069,Banksia Grove,Good,,,,,,,
50070,Banksiadale,Poor,,,,,,,
50071,Bannister (WA),Poor,,,,,,,
50072,Barbalin,Poor,,,,,,,
50073,Barberton,Poor,,,,,,,
50074,Barrabup,Poor,,,,,,,
50075,Barragup,Good,,,,,,,
50076,Barrow Island,Acceptable,,,,,,,
50077,Baskerville,Good,,,,,,,
50078,Bassendean (WA),Good,,,,,,,
50079,Bateman,Good,,,,,,,
50080,Baudin,Poor,,,,,,,
50081,Baynton (WA),Good,,,,,,,
50082,Bayonet Head,Good,,,,,,,
50083,Bayswater (WA),Good,,,,,,,
50084,Beachlands,Good,,,,,,,
50085,Beacon,Acceptable,,,,,,,
50086,Beaconsfield (WA),Good,,,,,,,
50087,Beadell,Poor,,,,,,,
50088,Beaufort River,Poor,,,,,,,
50089,Beaumont (WA),Poor,,,,,,,
50090,Beckenham,Good,,,,,,,
50091,Bedford,Good,,,,,,,
50092,Bedfordale,Good,,,,,,,
50093,Beechboro,Poor,,,,,,,
50094,Beechina,Poor,,,,,,,
50095,Beedelup,Poor,,,,,,,
50096,Beela,Poor,,,,,,,
50097,Beelerup,Poor,,,,,,,
50098,Beeliar,Good,,,,,,,
50099,Beenong,Poor,,,,,,,
50100,Beermullah,Poor,,,,,,,
50101,Bejoording,Poor,,,,,,,
50102,Beldon,Good,,,,,,,
50103,Belhus,Good,,,,,,,
50104,Bellevue (WA),Good,,,,,,,
50105,Belmont (WA),Good,,,,,,,
50106,Bencubbin,Poor,,,,,,,
50107,Benger,Poor,,,,,,,
50108,Benjaberring,Poor,,,,,,,
50109,Benjinup,Poor,,,,,,,
50110,Bennett Springs,Poor,,,,,,,
50111,Bentley (WA),Good,,,,,,,
50112,Beresford,Good,,,,,,,
50113,Berkshire Valley,Poor,,,,,,,
50114,Bernier Island,Poor,,,,,,,
50115,Bertram,Good,,,,,,,
50116,Beverley (WA),Good,,,,,,,
50117,Bibra Lake,Good,,,,,,,
50118,Bickley,Good,,,,,,,
50119,Bicton,Good,,,,,,,
50120,Biddelia,Poor,,,,,,,
50121,Big Grove,Poor,,,,,,,
50122,Bilbarin,Poor,,,,,,,
50123,Bilingurr,Poor,,,,,,,
50124,Bimbijy,Poor,,,,,,,
50125,Bindi Bindi,Poor,,,,,,,
50126,Bindoon,Good,,,,,,,
50127,Bindoon Training Area,Poor,,,,,,,
50128,Binduli,Poor,,,,,,,
50129,Binningup,Good,,,,,,,
50130,Binnu,Poor,,,,,,,
50131,Birchmont,Poor,,,,,,,
50132,Bluff Point,Good,,,,,,,
50133,Blythewood,Poor,,,,,,,
50134,Boallia,Poor,,,,,,,
50135,Bobalong,Poor,,,,,,,
50136,Bodallin,Poor,,,,,,,
50137,Boddington,Poor,,,,,,,
50138,Boilup,Poor,,,,,,,
50139,Bokal,Poor,,,,,,,
50140,Bolgart,Poor,,,,,,,
50141,Bonnie Rock,Poor,,,,,,,
50142,Bonniefield,Poor,,,,,,,
50143,Boodarie,Poor,,,,,,,
50144,Boodarockin,Poor,,,,,,,
50145,Bookara,Poor,,,,,,,
50146,Boonanarring,Poor,,,,,,,
50147,Boorabbin,Poor,,,,,,,
50148,Booragoon,Good,,,,,,,
50149,Booralaming,Poor,,,,,,,
50150,Boorara,Poor,,,,,,,
50151,Boorara Brook,Poor,,,,,,,
50152,Bootenal,Poor,,,,,,,
50153,Boothendarra,Poor,,,,,,,
50154,Boranup,Good,,,,,,,
50155,Borden,Poor,,,,,,,
50156,Borderdale,Poor,,,,,,,
50157,Bornholm,Poor,,,,,,,
50158,Boscabel,Poor,,,,,,,
50159,Boulder,Good,,,,,,,
50160,Boundain,Poor,,,,,,,
50161,Bouvard,Good,,,,,,,
50162,Bovell,Good,,,,,,,
50163,Bow Bridge,Poor,,,,,,,
50164,Bowelling,Poor,,,,,,,
50165,Bowes,Poor,,,,,,,
50166,Bowgada,Poor,,,,,,,
50167,Boxwood Hill,Poor,,,,,,,
50168,Boya,Good,,,,,,,
50169,Boyanup,Good,,,,,,,
50170,Boyatup,Poor,,,,,,,
50171,Boyerine,Poor,,,,,,,
50172,Boyup Brook,Good,,,,,,,
50173,Brabham,Poor,,,,,,,
50174,Bramley,Poor,,,,,,,
50175,Brazier,Poor,,,,,,,
50176,Breera,Poor,,,,,,,
50177,Bremer Bay,Poor,,,,,,,
50178,Brentwood (WA),Good,,,,,,,
50179,Breton Bay,Poor,,,,,,,
50180,Bridgetown,Good,,,,,,,
50181,Brigadoon,Good,,,,,,,
50182,Bringo,Poor,,,,,,,
50183,Broadwater (WA),Good,,,,,,,
50184,Broadwood,Good,,,,,,,
50185,Brockman,Good,,,,,,,
50186,Broke (WA),Poor,,,,,,,
50187,Brookdale (WA),Good,,,,,,,
50188,Brookhampton,Poor,,,,,,,
50189,Brookton,Acceptable,,,,,,,
50190,Broome,Good,,,,,,,
50191,Broomehill East,Poor,,,,,,,
50192,Broomehill Village,Good,,,,,,,
50193,Broomehill West,Poor,,,,,,,
50194,Brown Hill (WA),Poor,,,,,,,
50195,Brown Range,Poor,,,,,,,
50196,Bruce Rock,Good,,,,,,,
50197,Brunswick (WA),Good,,,,,,,
50198,Buckingham (WA),Poor,,,,,,,
50199,Buckland (WA),Poor,,,,,,,
50200,Bulgarra,Good,,,,,,,
50201,Bull Creek (WA),Good,,,,,,,
50202,Bullabulling,Poor,,,,,,,
50203,Bullaring,Poor,,,,,,,
50204,Buller,Poor,,,,,,,
50205,Bullfinch,Poor,,,,,,,
50206,Bullock Hills,Poor,,,,,,,
50207,Bullsbrook,Good,,,,,,,
50208,Bulong,Poor,,,,,,,
50209,Bulyee,Poor,,,,,,,
50210,Bunbury (WA),Good,,,,,,,
50211,Bundanoon (WA),Poor,,,,,,,
50212,Buniche,Poor,,,,,,,
50213,Bunjil,Poor,,,,,,,
50214,Buntine,Poor,,,,,,,
50215,Burakin,Poor,,,,,,,
50216,Buraminya,Poor,,,,,,,
50217,Burekup,Acceptable,,,,,,,
50218,Burges,Poor,,,,,,,
50219,Burlong,Poor,,,,,,,
50220,Burma Road,Poor,,,,,,,
50221,Burns Beach,Good,,,,,,,
50222,Burnside (WA),Poor,,,,,,,
50223,Burracoppin,Poor,,,,,,,
50224,Burran Rock,Poor,,,,,,,
50225,Burrup,Good,,,,,,,
50226,Burswood,Good,,,,,,,
50227,Busselton,Good,,,,,,,
50228,Butler (WA),Good,,,,,,,
50229,Byford,Good,,,,,,,
50230,Cable Beach,Good,,,,,,,
50231,Cadoux,Poor,,,,,,,
50232,Caiguna,Poor,,,,,,,
50233,Calingiri,Poor,,,,,,,
50234,Calista,Good,,,,,,,
50235,Caljie,Poor,,,,,,,
50236,Callcup,Poor,,,,,,,
50237,Camballin,Good,,,,,,,
50238,Cambridge Gulf,Poor,,,,,,,
50239,Camillo,Good,,,,,,,
50240,Cancanning,Poor,,,,,,,
50241,Cane,Poor,,,,,,,
50242,Canna,Poor,,,,,,,
50243,Canning Mills,Good,,,,,,,
50244,Canning Vale,Good,,,,,,,
50245,Cannington,Good,,,,,,,
50246,Cape Arid,Poor,,,,,,,
50247,Cape Burney,Good,,,,,,,
50248,Cape Le Grand,Poor,,,,,,,
50249,Cape Range National Park,Poor,,,,,,,
50250,Capel,Good,,,,,,,
50251,Capel River,Poor,,,,,,,
50252,Capricorn,Poor,,,,,,,
50253,Caraban,Poor,,,,,,,
50254,Carabooda,Poor,,,,,,,
50255,Carani,Poor,,,,,,,
50256,Carbla,Poor,,,,,,,
50257,Carbunup River,Poor,,,,,,,
50258,Cardiff (WA),Poor,,,,,,,
50259,Cardup,Good,,,,,,,
50260,Carey Park,Good,,,,,,,
50261,Carine,Good,,,,,,,
50262,Carlisle,Good,,,,,,,
50263,Carlotta,Poor,,,,,,,
50264,Carmel,Good,,,,,,,
50265,Carnamah,Good,,,,,,,
50266,Carnarvon,Acceptable,,,,,,,
50267,Carrabin,Poor,,,,,,,
50268,Carramar (WA),Good,,,,,,,
50269,Carrolup,Poor,,,,,,,
50270,Cartmeticup,Poor,,,,,,,
50271,Cascade (WA),Poor,,,,,,,
50272,Castletown,Good,,,,,,,
50273,Casuarina (WA),Good,,,,,,,
50274,Cataby,Poor,,,,,,,
50275,Catterick,Poor,,,,,,,
50276,Caversham,Good,,,,,,,
50277,Centennial Park (WA),Good,,,,,,,
50278,Cervantes,Good,,,,,,,
50279,Chadwick,Good,,,,,,,
50280,Champion Lakes,Good,,,,,,,
50281,Chandler (WA),Poor,,,,,,,
50282,Changerup,Poor,,,,,,,
50283,Channybearup,Poor,,,,,,,
50284,Chapman Hill,Poor,,,,,,,
50285,Charley Creek,Poor,,,,,,,
50286,Cherry Tree Pool,Poor,,,,,,,
50287,Cheynes,Poor,,,,,,,
50288,Chichester (WA),Poor,,,,,,,
50289,Chidlow,Good,,,,,,,
50290,Chittering,Acceptable,,,,,,,
50291,Chowerup,Poor,,,,,,,
50292,Churchlands,Good,,,,,,,
50293,City Beach,Good,,,,,,,
50294,Clackline,Good,,,,,,,
50295,Claremont (WA),Good,,,,,,,
50296,Clarkson,Good,,,,,,,
50297,Cleary,Poor,,,,,,,
50298,Cleaverville,Poor,,,,,,,
50299,Clifton (WA),Poor,,,,,,,
50300,Cloverdale,Good,,,,,,,
50301,Coblinine,Poor,,,,,,,
50302,Coburn,Poor,,,,,,,
50303,Cockburn Central,Good,,,,,,,
50304,Cocklebiddy,Poor,,,,,,,
50305,Codjatotine,Poor,,,,,,,
50306,Cold Harbour,Poor,,,,,,,
50307,Collanilling,Poor,,,,,,,
50308,College Grove,Good,,,,,,,
50309,Collie (WA),Good,,,,,,,
50310,Collie Burn,Poor,,,,,,,
50311,Collingwood Heights,Good,,,,,,,
50312,Collingwood Park (WA),Poor,,,,,,,
50313,Collins,Poor,,,,,,,
50314,Commodine,Poor,,,,,,,
50315,Como (WA),Good,,,,,,,
50316,Condingup,Acceptable,,,,,,,
50317,Connolly,Good,,,,,,,
50318,Contine,Poor,,,,,,,
50319,Coodanup,Good,,,,,,,
50320,Coogee (WA),Good,,,,,,,
50321,Cookernup,Poor,,,,,,,
50322,Cooladar Hill,Poor,,,,,,,
50323,Coolbellup,Good,,,,,,,
50324,Coolbinia,Good,,,,,,,
50325,Coolcalalaya,Poor,,,,,,,
50326,Coolgardie (WA),Good,,,,,,,
50327,Cooljarloo,Poor,,,,,,,
50328,Cooloongup,Good,,,,,,,
50329,Coolup,Good,,,,,,,
50330,Coomalbidgup,Poor,,,,,,,
50331,Coomberdale,Poor,,,,,,,
50332,Coonabidgee,Poor,,,,,,,
50333,Coondle,Good,,,,,,,
50334,Coorow,Acceptable,,,,,,,
50335,Cooya Pooya,Poor,,,,,,,
50336,Copley (WA),Poor,,,,,,,
50337,Coral Bay,Good,,,,,,,
50338,Corinthia,Poor,,,,,,,
50339,Corrigin,Good,,,,,,,
50340,Cosmo Newbery,Good,,,,,,,
50341,Cossack (WA),Poor,,,,,,,
50342,Cottesloe,Good,,,,,,,
50343,Courtenay,Poor,,,,,,,
50344,Cowalellup,Poor,,,,,,,
50345,Cowalla,Poor,,,,,,,
50346,Cowaramup,Good,,,,,,,
50347,Cowcowing,Poor,,,,,,,
50348,Coyrecup,Poor,,,,,,,
50349,Craigie (WA),Good,,,,,,,
50350,Cramphorne,Poor,,,,,,,
50351,Cranbrook (WA),Acceptable,,,,,,,
50352,Crawley,Good,,,,,,,
50353,Crooked Brook,Poor,,,,,,,
50354,Crossman,Poor,,,,,,,
50355,Crowea,Poor,,,,,,,
50356,Cuballing,Acceptable,,,,,,,
50357,Cubbine,Poor,,,,,,,
50358,Cue,Good,,,,,,,
50359,Culham,Poor,,,,,,,
50360,Cullacabardee,Poor,,,,,,,
50361,Cullalla,Poor,,,,,,,
50362,Cundeelee,Poor,,,,,,,
50363,Cunderdin,Acceptable,,,,,,,
50364,Cundinup,Poor,,,,,,,
50365,Cunjardine,Poor,,,,,,,
50366,Currambine,Good,,,,,,,
50367,Cuthbert,Poor,,,,,,,
50368,Daadenning Creek,Poor,,,,,,,
50369,Daggar Hills,Poor,,,,,,,
50370,Daglish,Good,,,,,,,
50371,Dale,Poor,,,,,,,
50372,Daliak,Poor,,,,,,,
50373,Dalkeith,Good,,,,,,,
50374,Dalwallinu,Good,,,,,,,
50375,Dalyellup,Good,,,,,,,
50376,Dalyup,Poor,,,,,,,
50377,Dampier,Good,,,,,,,
50378,Dampier Archipelago,Poor,,,,,,,
50379,Dampier Peninsula,Good,,,,,,,
50380,Dandanning,Poor,,,,,,,
50381,Dandaragan,Good,,,,,,,
50382,Dangin,Poor,,,,,,,
50383,Darch,Good,,,,,,,
50384,Dardadine,Poor,,,,,,,
50385,Dardanup,Good,,,,,,,
50386,Dardanup West,Good,,,,,,,
50387,Darkan,Acceptable,,,,,,,
50388,Darling Downs,Good,,,,,,,
50389,Darlington (WA),Good,,,,,,,
50390,Darradup,Poor,,,,,,,
50391,Dartmoor (WA),Poor,,,,,,,
50392,Dartnall,Poor,,,,,,,
50393,Datatine,Poor,,,,,,,
50394,Davenport (WA),Good,,,,,,,
50395,Dawesville,Good,,,,,,,
50396,Dayton,Poor,,,,,,,
50397,De Grey,Poor,,,,,,,
50398,Deanmill,Acceptable,,,,,,,
50399,Deepdale,Good,,,,,,,
50400,Deepdene (WA),Poor,,,,,,,
50401,Denbarker,Poor,,,,,,,
50402,Denham,Good,,,,,,,
50403,Denmark,Good,,,,,,,
50404,Derby (WA),Poor,,,,,,,
50405,Devils Creek,Poor,,,,,,,
50406,Dewars Pool,Poor,,,,,,,
50407,Diamond Tree,Poor,,,,,,,
50408,Dianella,Good,,,,,,,
50409,Dindiloa,Poor,,,,,,,
50410,Dingup,Poor,,,,,,,
50411,Dinninup,Poor,,,,,,,
50412,Dirk Hartog Island,Poor,,,,,,,
50413,Dixvale,Poor,,,,,,,
50414,Djugun,Good,,,,,,,
50415,Dongara,Good,,,,,,,
50416,Dongolocking,Poor,,,,,,,
50417,Donnelly River,Poor,,,,,,,
50418,Donnybrook (WA),Good,,,,,,,
50419,Doodenanning,Poor,,,,,,,
50420,Doodlakine,Poor,,,,,,,
50421,Dorre Island,Poor,,,,,,,
50422,Doubleview,Good,,,,,,,
50423,Dowerin,Acceptable,,,,,,,
50424,Drome,Poor,,,,,,,
50425,Drummond Cove,Good,,,,,,,
50426,Dryandra,Poor,,,,,,,
50427,Drysdale River,Poor,,,,,,,
50428,Dudawa,Poor,,,,,,,
50429,Dudinin,Poor,,,,,,,
50430,Dudley Park (WA),Good,,,,,,,
50431,Dukin,Poor,,,,,,,
50432,Dulbelling,Poor,,,,,,,
50433,Dulyalbin,Poor,,,,,,,
50434,Dumbarton,Poor,,,,,,,
50435,Dumberning,Good,,,,,,,
50436,Dumbleyung,Acceptable,,,,,,,
50437,Duncraig,Good,,,,,,,
50438,Dundas (WA),Poor,,,,,,,
50439,Dunn Rock,Poor,,,,,,,
50440,Dunsborough,Good,,,,,,,
50441,Durack (WA),Poor,,,,,,,
50442,Duranillin,Poor,,,,,,,
50443,Durawah,Poor,,,,,,,
50444,Dwarda,Poor,,,,,,,
50445,Dwellingup,Acceptable,,,,,,,
50446,Eagle Bay,Poor,,,,,,,
50447,East Augusta,Poor,,,,,,,
50448,East Ballidu,Poor,,,,,,,
50449,East Beverley,Poor,,,,,,,
50450,East Bowes,Poor,,,,,,,
50451,East Bunbury,Good,,,,,,,
50452,East Cannington,Good,,,,,,,
50453,East Carnarvon,Good,,,,,,,
50454,East Chapman,Poor,,,,,,,
50455,East Damboring,Poor,,,,,,,
50456,East Fremantle,Good,,,,,,,
50457,East Lyons River,Poor,,,,,,,
50458,East Munglinup,Poor,,,,,,,
50459,East Murchison,Poor,,,,,,,
50460,East Nabawa,Poor,,,,,,,
50461,East Nannup,Poor,,,,,,,
50462,East Newdegate,Poor,,,,,,,
50463,East Perth,Good,,,,,,,
50464,East Pingelly,Poor,,,,,,,
50465,East Popanyinning,Poor,,,,,,,
50466,East Rockingham,Poor,,,,,,,
50467,East Victoria Park,Good,,,,,,,
50468,East Wickepin,Poor,,,,,,,
50469,East Yuna,Poor,,,,,,,
50470,Eastbrook,Poor,,,,,,,
50471,Eaton (WA),Good,,,,,,,
50472,Eden Hill,Good,,,,,,,
50473,Edgewater,Good,,,,,,,
50474,Eganu,Poor,,,,,,,
50475,Eglinton (WA),Poor,,,,,,,
50476,Eighty Mile Beach,Poor,,,,,,,
50477,Elabbin,Poor,,,,,,,
50478,Elachbutting,Poor,,,,,,,
50479,Elgin (WA),Poor,,,,,,,
50480,Elleker,Good,,,,,,,
50481,Ellenbrook,Good,,,,,,,
50482,Ellendale (WA),Poor,,,,,,,
50483,Embleton,Good,,,,,,,
50484,Emu Flat (WA),Poor,,,,,,,
50485,Emu Point,Good,,,,,,,
50486,Eneabba,Acceptable,,,,,,,
50487,Ennuin,Poor,,,,,,,
50488,Eradu,Poor,,,,,,,
50489,Eradu South,Poor,,,,,,,
50490,Erskine (WA),Good,,,,,,,
50491,Esperance,Good,,,,,,,
50492,Etmilyn,Poor,,,,,,,
50493,Eucla,Poor,,,,,,,
50494,Eurardy,Poor,,,,,,,
50495,Ewlyamartup,Poor,,,,,,,
50496,Exmouth,Good,,,,,,,
50497,Exmouth Gulf,Poor,,,,,,,
