Australian Bureau of Statistics,,,,,,,,,
State Suburbs 2011 to State Suburbs 2016,,,,,,,,,
,,,,,,,,,
Table 2 QI indicator,,,,,,,,,
,,,,,,,,,
SSC_CODE_2016,SSC_NAME_2016,QI_INDICATOR,,,,,,,
21548,Lysterfield,Good,,,,,,,
21549,Lysterfield South,Good,,,,,,,
21550,Macarthur (Vic.),Acceptable,,,,,,,
21551,Macclesfield (Vic.),Good,,,,,,,
21552,Macedon,Good,,,,,,,
21553,Macks Creek,Poor,,,,,,,
21554,Macleod (Vic.),Good,,,,,,,
21555,Macorna,Poor,,,,,,,
21556,Macorna North,Poor,,,,,,,
21557,Macs Cove,Poor,,,,,,,
21558,Madalya,Poor,,,,,,,
21559,Maddingley,Good,,,,,,,
21560,Mafeking,Poor,,,,,,,
21561,Maffra (Vic.),Good,,,,,,,
21562,Maffra West Upper,Poor,,,,,,,
21563,Magpie,Poor,,,,,,,
21564,Maiden Gully,Good,,,,,,,
21565,Maidstone,Good,,,,,,,
21566,Mailors Flat,Poor,,,,,,,
21567,Main Lead,Poor,,,,,,,
21568,Main Ridge,Good,,,,,,,
21569,Maindample,Poor,,,,,,,
21570,Maintongoon,Poor,,,,,,,
21571,Major Plains,Poor,,,,,,,
21572,Majorca,Poor,,,,,,,
21573,Maldon (Vic.),Acceptable,,,,,,,
21574,Mallacoota,Good,,,,,,,
21575,Malmsbury,Acceptable,,,,,,,
21576,Malvern (Vic.),Good,,,,,,,
21577,Malvern East,Good,,,,,,,
21578,Mambourin,Poor,,,,,,,
21579,Manangatang,Acceptable,,,,,,,
21580,Mandurang,Acceptable,,,,,,,
21581,Mandurang South,Poor,,,,,,,
21582,Mangalore (Vic.),Poor,,,,,,,
21583,Manifold Heights,Good,,,,,,,
21584,Mannerim,Poor,,,,,,,
21585,Mannibadar,Poor,,,,,,,
21586,Manns Beach,Poor,,,,,,,
21587,Manorina,Poor,,,,,,,
21588,Mansfield (Vic.),Good,,,,,,,
21589,Maramingo Creek,Poor,,,,,,,
21590,Marcus Hill,Acceptable,,,,,,,
21591,Mardan,Poor,,,,,,,
21592,Marengo (Vic.),Good,,,,,,,
21593,Maribyrnong,Good,,,,,,,
21594,Marionvale,Poor,,,,,,,
21595,Markwood,Good,,,,,,,
21596,Marlbed,Poor,,,,,,,
21597,Marlo,Acceptable,,,,,,,
21598,Marnoo,Poor,,,,,,,
21599,Marnoo East,Poor,,,,,,,
21600,Marnoo West,Poor,,,,,,,
21601,Marong,Good,,,,,,,
21602,Maroona,Poor,,,,,,,
21603,Marraweeney,Poor,,,,,,,
21604,Marshall,Acceptable,,,,,,,
21605,Marthavale,Poor,,,,,,,
21606,Marungi,Poor,,,,,,,
21607,Maryborough (Vic.),Good,,,,,,,
21608,Maryknoll,Good,,,,,,,
21609,Marysville,Acceptable,,,,,,,
21610,Maryvale (Vic.),Poor,,,,,,,
21611,Massey,Poor,,,,,,,
21612,Matlock,Poor,,,,,,,
21613,Maude (Vic.),Poor,,,,,,,
21614,McCrae,Good,,,,,,,
21615,McIntyre,Poor,,,,,,,
21616,McKenzie Creek,Poor,,,,,,,
21617,McKenzie Hill,Poor,,,,,,,
21618,McKinnon,Good,,,,,,,
21619,McLoughlins Beach,Poor,,,,,,,
21620,McMahons Creek,Poor,,,,,,,
21621,McMillans,Poor,,,,,,,
21622,Mead,Poor,,,,,,,
21623,Meadow Creek,Poor,,,,,,,
21624,Meadow Heights,Good,,,,,,,
21625,Meatian,Poor,,,,,,,
21626,Meeniyan,Acceptable,,,,,,,
21627,Meering West,Poor,,,,,,,
21628,Meerlieu,Poor,,,,,,,
21629,Melbourne,Good,,,,,,,
21630,Melbourne Airport,Poor,,,,,,,
21631,Melton (Vic.),Good,,,,,,,
21632,Melton South,Good,,,,,,,
21633,Melton West,Good,,,,,,,
21634,Melville Forest,Poor,,,,,,,
21635,Melwood,Poor,,,,,,,
21636,Mena Park,Poor,,,,,,,
21637,Mentone,Good,,,,,,,
21638,Menzies Creek,Good,,,,,,,
21639,Mepunga,Poor,,,,,,,
21640,Mepunga East,Poor,,,,,,,
21641,Mepunga West,Poor,,,,,,,
21642,Merbein,Good,,,,,,,
21643,Merbein South,Poor,,,,,,,
21644,Merbein West,Poor,,,,,,,
21645,Meredith,Good,,,,,,,
21646,Meringur,Poor,,,,,,,
21647,Merino,Acceptable,,,,,,,
21648,Mernda,Good,,,,,,,
21649,Merriang,Poor,,,,,,,
21650,Merriang South,Poor,,,,,,,
21651,Merricks,Poor,,,,,,,
21652,Merricks Beach,Poor,,,,,,,
21653,Merricks North,Good,,,,,,,
21654,Merrigum,Good,,,,,,,
21655,Merrijig (East Gippsland - Vic.),Poor,,,,,,,
21656,Merrijig (Mansfield - Vic.),Acceptable,,,,,,,
21657,Merrimu,Good,,,,,,,
21658,Merrinee,Poor,,,,,,,
21659,Merton,Poor,,,,,,,
21660,Metcalfe,Poor,,,,,,,
21661,Metcalfe East,Poor,,,,,,,
21662,Metung,Good,,,,,,,
21663,Mia Mia (Vic.),Poor,,,,,,,
21664,Mickleham,Good,,,,,,,
21665,Middle Creek,Poor,,,,,,,
21666,Middle Park (Vic.),Good,,,,,,,
21667,Middle Tarwin,Poor,,,,,,,
21668,Miepoll,Poor,,,,,,,
21669,Miga Lake,Poor,,,,,,,
21670,Milawa,Acceptable,,,,,,,
21671,Mildura,Good,,,,,,,
21672,Mill Park,Good,,,,,,,
21673,Millbrook (Vic.),Poor,,,,,,,
21674,Millgrove,Good,,,,,,,
21675,Milloo,Poor,,,,,,,
21676,Milltown,Poor,,,,,,,
21677,Milnes Bridge,Poor,,,,,,,
21678,Mincha,Poor,,,,,,,
21679,Mincha West,Poor,,,,,,,
21680,Miners Rest,Good,,,,,,,
21681,Mingay,Poor,,,,,,,
21682,Minhamite,Poor,,,,,,,
21683,Minimay,Poor,,,,,,,
21684,Mininera,Poor,,,,,,,
21685,Minjah,Poor,,,,,,,
21686,Minmindie,Poor,,,,,,,
21687,Minyip,Acceptable,,,,,,,
21688,Miowera,Poor,,,,,,,
21689,Miralie,Poor,,,,,,,
21690,Miram,Poor,,,,,,,
21691,Mirboo,Poor,,,,,,,
21692,Mirboo North,Good,,,,,,,
21693,Mirranatwa,Poor,,,,,,,
21694,Mitcham (Vic.),Good,,,,,,,
21695,Mitchell Park (Vic.),Good,,,,,,,
21696,Mitchellstown,Poor,,,,,,,
21697,Mitiamo,Poor,,,,,,,
21698,Mitre,Poor,,,,,,,
21699,Mitta Mitta,Poor,,,,,,,
21700,Mittyack,Poor,,,,,,,
21701,Mockinya,Poor,,,,,,,
21702,Modella,Poor,,,,,,,
21703,Modewarre,Poor,,,,,,,
21704,Moe,Good,,,,,,,
21705,Moe South,Acceptable,,,,,,,
21706,Moggs Creek,Poor,,,,,,,
21707,Moglonemby,Poor,,,,,,,
21708,Mokepilly,Poor,,,,,,,
21709,Molesworth (Vic.),Poor,,,,,,,
21710,Moliagul,Poor,,,,,,,
21711,Molka,Poor,,,,,,,
21712,Mollongghip,Poor,,,,,,,
21713,Mologa,Poor,,,,,,,
21714,Molyullah,Poor,,,,,,,
21715,Monbulk,Good,,,,,,,
21716,Monegeetta,Poor,,,,,,,
21717,Mongans Bridge,Poor,,,,,,,
21718,Monomak,Poor,,,,,,,
21719,Monomeith,Poor,,,,,,,
21720,Mont Albert,Good,,,,,,,
21721,Mont Albert North,Good,,,,,,,
21722,Montgomery,Poor,,,,,,,
21723,Montmorency,Good,,,,,,,
21724,Montrose (Vic.),Good,,,,,,,
21725,Moolap,Acceptable,,,,,,,
21726,Moolerr,Poor,,,,,,,
21727,Moolort,Poor,,,,,,,
21728,Moonambel,Poor,,,,,,,
21729,Moondarra,Poor,,,,,,,
21730,Moonee Ponds,Good,,,,,,,
21731,Moonlight Flat (Central Goldfields - Vic.),Poor,,,,,,,
21732,Moonlight Flat (Mount Alexander - Vic.),Poor,,,,,,,
21733,Moora (Vic.),Poor,,,,,,,
21734,Moorabbin,Good,,,,,,,
21735,Moorabbin Airport,Poor,,,,,,,
21736,Moorabool,Poor,,,,,,,
21737,Mooralla,Poor,,,,,,,
21738,Moorilim,Poor,,,,,,,
21739,Moormbool West,Poor,,,,,,,
21740,Moornapa,Poor,,,,,,,
21741,Moorngag,Poor,,,,,,,
21742,Moorooduc,Good,,,,,,,
21743,Mooroolbark,Good,,,,,,,
21744,Mooroopna,Good,,,,,,,
21745,Mooroopna North,Poor,,,,,,,
21746,Mooroopna North West,Poor,,,,,,,
21747,Moranding,Poor,,,,,,,
21748,Mordialloc,Good,,,,,,,
21749,Morgiana,Poor,,,,,,,
21750,Moriac,Good,,,,,,,
21751,Mornington (Vic.),Good,,,,,,,
21752,Moroka,Poor,,,,,,,
21753,Morrisons,Poor,,,,,,,
21754,Morrl Morrl,Poor,,,,,,,
21755,Mortlake (Vic.),Good,,,,,,,
21756,Morton Plains,Poor,,,,,,,
21757,Morwell,Good,,,,,,,
21758,Mossiface,Poor,,,,,,,
21759,Mount Alfred,Poor,,,,,,,
21760,Mount Beauty,Good,,,,,,,
21761,Mount Beckworth,Poor,,,,,,,
21762,Mount Best,Poor,,,,,,,
21763,Mount Bolton,Poor,,,,,,,
21764,Mount Bruno,Poor,,,,,,,
21765,Mount Buffalo,Poor,,,,,,,
21766,Mount Buller,Good,,,,,,,
21767,Mount Burnett,Poor,,,,,,,
21768,Mount Bute,Poor,,,,,,,
21769,Mount Camel,Poor,,,,,,,
21770,Mount Cameron,Poor,,,,,,,
21771,Mount Clear,Good,,,,,,,
21772,Mount Cole,Poor,,,,,,,
21773,Mount Cole Creek,Poor,,,,,,,
21774,Mount Cottrell,Acceptable,,,,,,,
21775,Mount Dandenong,Good,,,,,,,
21776,Mount Doran,Poor,,,,,,,
21777,Mount Dryden,Poor,,,,,,,
21778,Mount Duneed,Poor,,,,,,,
21779,Mount Eccles,Poor,,,,,,,
21780,Mount Egerton,Good,,,,,,,
21781,Mount Eliza,Good,,,,,,,
21782,Mount Emu,Poor,,,,,,,
21783,Mount Evelyn,Good,,,,,,,
21784,Mount Franklin,Poor,,,,,,,
21785,Mount Glasgow,Poor,,,,,,,
21786,Mount Helen,Good,,,,,,,
21787,Mount Hooghly,Poor,,,,,,,
21788,Mount Lonarch,Poor,,,,,,,
21789,Mount Macedon,Good,,,,,,,
21790,Mount Major,Poor,,,,,,,
21791,Mount Martha,Good,,,,,,,
21792,Mount Mercer,Poor,,,,,,,
21793,Mount Moriac,Good,,,,,,,
21794,Mount Napier,Poor,,,,,,,
21795,Mount Pleasant (Vic.),Good,,,,,,,
21796,Mount Prospect,Poor,,,,,,,
21797,Mount Richmond,Poor,,,,,,,
21798,Mount Rowan,Good,,,,,,,
21799,Mount Sabine,Poor,,,,,,,
21800,Mount Tassie,Poor,,,,,,,
21801,Mount Taylor,Acceptable,,,,,,,
21802,Mount Toolebewong,Poor,,,,,,,
21803,Mount Wallace,Poor,,,,,,,
21804,Mount Waverley,Good,,,,,,,
21805,Mountain Bay,Poor,,,,,,,
21806,Mountain View (Vic.),Poor,,,,,,,
21807,Moutajup,Poor,,,,,,,
21808,Moyhu,Good,,,,,,,
21809,Moyreisk,Poor,,,,,,,
21810,Moyston,Good,,,,,,,
21811,Muckatah,Poor,,,,,,,
21812,Muckleford,Good,,,,,,,
21813,Muckleford South,Poor,,,,,,,
21814,Mudgegonga,Poor,,,,,,,
21815,Mulgrave (Vic.),Good,,,,,,,
21816,Mumbannar,Poor,,,,,,,
21817,Mundoona,Poor,,,,,,,
21818,Munro,Poor,,,,,,,
21819,Muntham,Poor,,,,,,,
21820,Murchison (Vic.),Poor,,,,,,,
21821,Murchison East,Poor,,,,,,,
21822,Murchison North,Poor,,,,,,,
21823,Murgheboluc,Poor,,,,,,,
21824,Murmungee,Poor,,,,,,,
21825,Murnungin,Poor,,,,,,,
21826,Murphys Creek (Vic.),Poor,,,,,,,
21827,Murra Warra,Poor,,,,,,,
21828,Murrabit,Poor,,,,,,,
21829,Murrabit West,Poor,,,,,,,
21830,Murrawee,Poor,,,,,,,
21831,Murray-Sunset,Acceptable,,,,,,,
21832,Murraydale,Poor,,,,,,,
21833,Murrayville,Poor,,,,,,,
21834,Murrindal,Poor,,,,,,,
21835,Murrindindi,Poor,,,,,,,
21836,Murroon,Poor,,,,,,,
21837,Murrumbeena,Good,,,,,,,
21838,Murtoa,Good,,,,,,,
21839,Musk,Poor,,,,,,,
21840,Musk Vale,Poor,,,,,,,
21841,Muskerry,Poor,,,,,,,
21842,Myall (Buloke - Vic.),Poor,,,,,,,
21843,Myall (Gannawarra - Vic.),Poor,,,,,,,
21844,Myamyn,Poor,,,,,,,
21845,Myers Flat,Acceptable,,,,,,,
21846,Myola (Vic.),Poor,,,,,,,
21847,Myrniong,Acceptable,,,,,,,
21848,Myrrhee,Poor,,,,,,,
21849,Myrtle Creek (Vic.),Poor,,,,,,,
21850,Myrtlebank,Poor,,,,,,,
21851,Myrtleford,Good,,,,,,,
21852,Mysia,Poor,,,,,,,
21853,Mystic Park,Good,,,,,,,
21854,Mywee,Poor,,,,,,,
21855,Nagambie,Good,,,,,,,
21856,Nalangil,Poor,,,,,,,
21857,Nalinga,Poor,,,,,,,
21858,Nambrok,Good,,,,,,,
21859,Nandaly,Poor,,,,,,,
21860,Nangana,Poor,,,,,,,
21861,Nangeela,Poor,,,,,,,
21862,Nangiloc,Poor,,,,,,,
21863,Nanneella,Good,,,,,,,
21864,Nap Nap Marra,Poor,,,,,,,
21865,Napoleons,Good,,,,,,,
21866,Nar Nar Goon,Good,,,,,,,
21867,Nar Nar Goon North,Good,,,,,,,
21868,Narbethong (Vic.),Poor,,,,,,,
21869,Nareeb,Poor,,,,,,,
21870,Nareen,Poor,,,,,,,
21871,Nareewillock,Poor,,,,,,,
21872,Nariel Valley,Poor,,,,,,,
21873,Naring,Poor,,,,,,,
21874,Naringal,Poor,,,,,,,
21875,Naringal East,Poor,,,,,,,
21876,Naroghid,Poor,,,,,,,
21877,Narracan,Acceptable,,,,,,,
21878,Narraport,Poor,,,,,,,
21879,Narrapumelap South,Poor,,,,,,,
21880,Narrawong,Good,,,,,,,
21881,Narre Warren,Good,,,,,,,
21882,Narre Warren East,Acceptable,,,,,,,
21883,Narre Warren North,Acceptable,,,,,,,
21884,Narre Warren South,Good,,,,,,,
21885,Narrung (Vic.),Poor,,,,,,,
21886,Nathalia,Good,,,,,,,
21887,Natimuk,Acceptable,,,,,,,
21888,Natte Yallock,Poor,,,,,,,
21889,Natya,Poor,,,,,,,
21890,Navarre,Poor,,,,,,,
21891,Navigators,Good,,,,,,,
21892,Nayook,Poor,,,,,,,
21893,Neds Corner,Poor,,,,,,,
21894,Neereman,Poor,,,,,,,
21895,Neerim,Poor,,,,,,,
21896,Neerim East,Acceptable,,,,,,,
21897,Neerim Junction,Poor,,,,,,,
21898,Neerim North,Poor,,,,,,,
21899,Neerim South,Good,,,,,,,
21900,Neilborough,Good,,,,,,,
21901,Nelse,Poor,,,,,,,
21902,Nelson (Vic.),Poor,,,,,,,
21903,Nerrena,Poor,,,,,,,
21904,Nerrin Nerrin,Poor,,,,,,,
21905,Nerrina,Good,,,,,,,
21906,Nerring,Poor,,,,,,,
21907,Netherby (Vic.),Poor,,,,,,,
21908,Neuarpurr,Poor,,,,,,,
21909,New Gisborne,Good,,,,,,,
21910,Newborough,Good,,,,,,,
21911,Newbridge (Vic.),Poor,,,,,,,
21912,Newbury,Poor,,,,,,,
21913,Newcomb,Good,,,,,,,
21914,Newfield,Poor,,,,,,,
21915,Newham,Good,,,,,,,
21916,Newhaven,Acceptable,,,,,,,
21917,Newington (Vic.),Good,,,,,,,
21918,Newlands Arm,Good,,,,,,,
21919,Newlyn,Poor,,,,,,,
21920,Newlyn North,Poor,,,,,,,
21921,Newmerella,Acceptable,,,,,,,
21922,Newport (Vic.),Good,,,,,,,
21923,Newry,Good,,,,,,,
21924,Newstead (Vic.),Acceptable,,,,,,,
21925,Newtown (Golden Plains - Vic.),Poor,,,,,,,
21926,Newtown (Greater Geelong - Vic.),Good,,,,,,,
21927,Nhill,Good,,,,,,,
21928,Nichols Point,Good,,,,,,,
21929,Nicholson (Vic.),Good,,,,,,,
21930,Niddrie,Good,,,,,,,
21931,Nilma,Poor,,,,,,,
21932,Nilma North,Good,,,,,,,
21933,Ninda,Poor,,,,,,,
21934,Nine Mile (Vic.),Poor,,,,,,,
21935,Nintingbool,Poor,,,,,,,
21936,Ninyeunook,Poor,,,,,,,
21937,Nirranda,Poor,,,,,,,
21938,Nirranda East,Poor,,,,,,,
21939,Nirranda South,Poor,,,,,,,
21940,Noble Park,Good,,,,,,,
21941,Noble Park North,Good,,,,,,,
21942,Noojee,Poor,,,,,,,
21943,Noorat,Poor,,,,,,,
21944,Noorat East,Poor,,,,,,,
21945,Noorinbee,Poor,,,,,,,
21946,Noorinbee North,Poor,,,,,,,
21947,Noradjuha,Poor,,,,,,,
21948,Norlane,Good,,,,,,,
21949,Normanville (Vic.),Poor,,,,,,,
21950,Norong,Poor,,,,,,,
21951,North Bendigo,Good,,,,,,,
21952,North Blackwood,Poor,,,,,,,
21953,North Geelong,Poor,,,,,,,
21954,North Melbourne,Good,,,,,,,
21955,North Shore (Vic.),Good,,,,,,,
21956,North Wangaratta,Acceptable,,,,,,,
21957,North Warrandyte,Good,,,,,,,
21958,North Wonthaggi,Good,,,,,,,
21959,Northcote,Good,,,,,,,
21960,Northwood (Vic.),Poor,,,,,,,
21961,Norval,Poor,,,,,,,
21962,Notting Hill,Good,,,,,,,
21963,Nowa Nowa,Poor,,,,,,,
21964,Nowhere Creek,Poor,,,,,,,
21965,Nowie,Poor,,,,,,,
21966,Nug Nug,Poor,,,,,,,
21967,Nuggetty,Poor,,,,,,,
21968,Nulla Vale,Poor,,,,,,,
21969,Nullawarre,Good,,,,,,,
21970,Nullawarre North,Poor,,,,,,,
21971,Nullawil,Poor,,,,,,,
21972,Numurkah,Good,,,,,,,
21973,Nunawading,Good,,,,,,,
21974,Nungurner,Poor,,,,,,,
21975,Nunniong,Poor,,,,,,,
21976,Nurcoung,Poor,,,,,,,
21977,Nurrabiel,Poor,,,,,,,
21978,Nurran,Poor,,,,,,,
21979,Nutfield,Good,,,,,,,
21980,Nyah,Good,,,,,,,
21981,Nyah West,Good,,,,,,,
21982,Nyarrin,Poor,,,,,,,
21983,Nyerimilang,Poor,,,,,,,
21984,Nyora (Vic.),Good,,,,,,,
21985,Nyrraby,Poor,,,,,,,
21986,Oak Park,Good,,,,,,,
21987,Oaklands Junction,Poor,,,,,,,
21988,Oakleigh,Good,,,,,,,
21989,Oakleigh East,Good,,,,,,,
21990,Oakleigh South,Good,,,,,,,
21991,Oakvale,Poor,,,,,,,
21992,Ocean Grange,Poor,,,,,,,
21993,Ocean Grove,Good,,,,,,,
21994,Officer,Good,,,,,,,
21995,Officer South,Poor,,,,,,,
21996,Old Tallangatta,Poor,,,,,,,
21997,Olinda (Vic.),Acceptable,,,,,,,
21998,Ombersley,Poor,,,,,,,
21999,Omeo,Acceptable,,,,,,,
22000,Omeo Valley,Poor,,,,,,,
22001,Ondit,Poor,,,,,,,
22002,Orbost,Good,,,,,,,
22003,Orford (Vic.),Poor,,,,,,,
22004,Ormond,Good,,,,,,,
22005,Orrvale,Good,,,,,,,
22006,Osbornes Flat,Poor,,,,,,,
22007,Outtrim,Poor,,,,,,,
22008,Ouyen,Good,,,,,,,
22009,Ovens,Poor,,,,,,,
22010,Oxley (Vic.),Good,,,,,,,
22011,Oxley Flats,Poor,,,,,,,
22012,Ozenkadnook,Poor,,,,,,,
22013,Paaratte,Poor,,,,,,,
22014,Painswick,Poor,,,,,,,
22015,Pakenham,Good,,,,,,,
22016,Pakenham South,Acceptable,,,,,,,
22017,Pakenham Upper,Good,,,,,,,
22018,Panitya (Vic.),Poor,,,,,,,
22019,Panmure,Poor,,,,,,,
22020,Panton Hill,Good,,,,,,,
22021,Paradise (Vic.),Poor,,,,,,,
22022,Paradise Beach,Poor,,,,,,,
22023,Paraparap,Poor,,,,,,,
22024,Park Orchards,Good,,,,,,,
22025,Parkdale,Good,,,,,,,
22026,Parkville (Vic.),Good,,,,,,,
22027,Parwan,Poor,,,,,,,
22028,Paschendale,Poor,,,,,,,
22029,Pascoe Vale,Good,,,,,,,
22030,Pascoe Vale South,Good,,,,,,,
22031,Pastoria,Poor,,,,,,,
22032,Pastoria East,Poor,,,,,,,
22033,Patchewollock,Poor,,,,,,,
22034,Patho,Poor,,,,,,,
22035,Patterson Lakes,Good,,,,,,,
22036,Patyah,Poor,,,,,,,
22037,Paynesville (Vic.),Good,,,,,,,
22038,Pearcedale,Good,,,,,,,
22039,Pearsondale,Poor,,,,,,,
22040,Peechelba,Poor,,,,,,,
22041,Peechelba East,Poor,,,,,,,
22042,Pelluebla,Poor,,,,,,,
22043,Pennyroyal,Poor,,,,,,,
22044,Penshurst (Vic.),Good,,,,,,,
22045,Pental Island,Good,,,,,,,
22046,Pentland Hills,Poor,,,,,,,
22047,Percydale,Poor,,,,,,,
22048,Peronne,Poor,,,,,,,
22049,Perry Bridge,Poor,,,,,,,
22050,Peterborough (Vic.),Poor,,,,,,,
22051,Petticoat Creek,Poor,,,,,,,
22052,Pheasant Creek (Vic.),Poor,,,,,,,
22053,Piangil,Acceptable,,,,,,,
22054,Picola,Poor,,,,,,,
22055,Picola West,Poor,,,,,,,
22056,Piedmont,Poor,,,,,,,
22057,Pier Milan,Poor,,,,,,,
22058,Pigeon Ponds,Poor,,,,,,,
22059,Piggoreet,Poor,,,,,,,
22060,Pimpinio,Poor,,,,,,,
22061,Pine Grove (Vic.),Poor,,,,,,,
22062,Pine Lodge (Vic.),Good,,,,,,,
22063,Pine Mountain (Vic.),Poor,,,,,,,
22064,Pine View,Poor,,,,,,,
22065,Pioneer Bay,Good,,,,,,,
22066,Pipers Creek,Poor,,,,,,,
22067,Pira,Poor,,,,,,,
22068,Piries,Poor,,,,,,,
22069,Pirron Yallock,Poor,,,,,,,
22070,Pitfield,Poor,,,,,,,
22071,Pittong,Poor,,,,,,,
22072,Plenty (Vic.),Good,,,,,,,
22073,Plumpton (Vic.),Good,,,,,,,
22074,Point Cook,Good,,,,,,,
22075,Point Leo,Good,,,,,,,
22076,Point Lonsdale,Good,,,,,,,
22077,Point Wilson,Poor,,,,,,,
22078,Polisbet,Poor,,,,,,,
22079,Pomborneit,Poor,,,,,,,
22080,Pomborneit East,Poor,,,,,,,
22081,Pomborneit North,Poor,,,,,,,
22082,Pomonal,Acceptable,,,,,,,
22083,Pompapiel,Poor,,,,,,,
22084,Poolaijelo,Poor,,,,,,,
22085,Pootilla,Poor,,,,,,,
22086,Poowong,Good,,,,,,,
22087,Poowong East,Poor,,,,,,,
22088,Poowong North,Poor,,,,,,,
22089,Porcupine Ridge,Poor,,,,,,,
22090,Porepunkah,Poor,,,,,,,
22091,Port Albert,Acceptable,,,,,,,
22092,Port Campbell,Poor,,,,,,,
22093,Port Fairy,Good,,,,,,,
22094,Port Franklin,Poor,,,,,,,
22095,Port Melbourne,Good,,,,,,,
22096,Port Welshpool,Acceptable,,,,,,,
22097,Portarlington,Good,,,,,,,
22098,Portland (Vic.),Good,,,,,,,
22099,Portland North,Acceptable,,,,,,,
22100,Portland West,Good,,,,,,,
22101,Portsea,Good,,,,,,,
22102,Pound Creek,Poor,,,,,,,
22103,Powelltown,Good,,,,,,,
22104,Powers Creek,Poor,,,,,,,
22105,Powlett Plains,Poor,,,,,,,
22106,Prahran,Good,,,,,,,
22107,Prairie (Vic.),Poor,,,,,,,
22108,Pranjip,Poor,,,,,,,
22109,Preston (Vic.),Good,,,,,,,
22110,Princes Hill,Good,,,,,,,
22111,Princetown,Acceptable,,,,,,,
22112,Puckapunyal,Good,,,,,,,
22113,Pura Pura,Poor,,,,,,,
22114,Purdeet,Poor,,,,,,,
22115,Purnim,Poor,,,,,,,
22116,Purnim West,Poor,,,,,,,
22117,Pyalong,Good,,,,,,,
22118,Pyramid Hill,Poor,,,,,,,
22119,Quambatook,Acceptable,,,,,,,
22120,Quandong,Poor,,,,,,,
22121,Quantong,Good,,,,,,,
22122,Quarry Hill,Good,,,,,,,
22123,Queenscliff (Vic.),Good,,,,,,,
22124,Raglan (Vic.),Poor,,,,,,,
22125,Rainbow,Good,,,,,,,
22126,Ranceby,Poor,,,,,,,
22127,Rathscar,Poor,,,,,,,
22128,Rathscar West,Poor,,,,,,,
22129,Ravenhall,Good,,,,,,,
22130,Ravenswood (Vic.),Good,,,,,,,
22131,Ravenswood South,Poor,,,,,,,
22132,Rawson,Good,,,,,,,
22133,Raymond Island,Good,,,,,,,
22134,Raywood,Good,,,,,,,
22135,Red Cliffs,Good,,,,,,,
22136,Red Hill (Vic.),Acceptable,,,,,,,
22137,Red Hill South,Poor,,,,,,,
22138,Red Lion,Poor,,,,,,,
22139,Redan,Good,,,,,,,
22140,Redbank (Vic.),Poor,,,,,,,
22141,Redcastle,Poor,,,,,,,
22142,Redesdale,Good,,,,,,,
22143,Reedy Creek (Vic.),Poor,,,,,,,
22144,Reedy Dam,Poor,,,,,,,
22145,Reedy Flat,Poor,,,,,,,
22146,Reedy Lake,Poor,,,,,,,
22147,Reefton (Vic.),Poor,,,,,,,
22148,Research,Good,,,,,,,
22149,Reservoir (Vic.),Good,,,,,,,
22150,Reynard,Poor,,,,,,,
22151,Rheola,Poor,,,,,,,
22152,Rhyll,Acceptable,,,,,,,
22153,Rhymney,Poor,,,,,,,
22154,Riachella,Poor,,,,,,,
22155,Rich Avon,Poor,,,,,,,
22156,Rich Avon East,Poor,,,,,,,
22157,Rich Avon West,Poor,,,,,,,
22158,Richmond (Vic.),Good,,,,,,,
22159,Richmond Plains,Poor,,,,,,,
22160,Riddells Creek,Good,,,,,,,
22161,Riggs Creek,Poor,,,,,,,
22162,Ringwood (Vic.),Good,,,,,,,
22163,Ringwood East,Good,,,,,,,
22164,Ringwood North,Good,,,,,,,
22165,Ripplebrook,Poor,,,,,,,
22166,Rippleside,Poor,,,,,,,
22167,Ripponlea,Good,,,,,,,
22168,Riverside (Vic.),Poor,,,,,,,
22169,Riverslea,Poor,,,,,,,
22170,Robertsons Beach,Poor,,,,,,,
22171,Robinvale,Good,,,,,,,
22172,Rochester (Vic.),Good,,,,,,,
22173,Rochford,Poor,,,,,,,
22174,Rockbank,Good,,,,,,,
22175,Rocklands,Poor,,,,,,,
22176,Rocklyn,Poor,,,,,,,
22177,Rocky Point (Vic.),Poor,,,,,,,
22178,Rokeby (Vic.),Poor,,,,,,,
22179,Rokewood,Poor,,,,,,,
22180,Rokewood Junction,Poor,,,,,,,
22181,Romsey,Good,,,,,,,
22182,Rosanna,Good,,,,,,,
22183,Rose River,Poor,,,,,,,
22184,Rosebery (Vic.),Poor,,,,,,,
22185,Rosebrook (Vic.),Poor,,,,,,,
22186,Rosebud,Good,,,,,,,
22187,Rosebud West,Good,,,,,,,
22188,Rosedale (Vic.),Good,,,,,,,
22189,Roses Gap,Poor,,,,,,,
22190,Rosewhite,Acceptable,,,,,,,
22191,Roslynmead,Poor,,,,,,,
22192,Ross Creek (Vic.),Good,,,,,,,
22193,Rossbridge,Poor,,,,,,,
22194,Rostron,Poor,,,,,,,
22195,Rowsley,Poor,,,,,,,
22196,Rowville,Good,,,,,,,
22197,Roxburgh Park,Good,,,,,,,
22198,Rubicon,Poor,,,,,,,
22199,Ruby,Poor,,,,,,,
22200,Ruffy,Poor,,,,,,,
22201,Running Creek (Vic.),Poor,,,,,,,
22202,Runnymede (Vic.),Poor,,,,,,,
22203,Rupanyup,Good,,,,,,,
22204,Rushworth,Good,,,,,,,
22205,Russells Bridge,Poor,,,,,,,
22206,Rutherglen,Acceptable,,,,,,,
